source,type,Question in English,Question in Dagbani,Question (Dagbani),Answer (Dagbani),Question (English),Answer (English),Personal pronouns (Dagbani),Personal pronoun (English),Negation (Dagbani),Negation (English),Dagbani,English,line_index,content,Singular,Plural,Translation,Day,Dagbaŋ Month,English Month,Dagbanli,Alternative/Plural
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-2&lesson=03-everyday-nouns-part-2-nouns-at-school,raw_text_line,,,,,,,,,,,,,19.0,kundi kundinima textbook,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-2&lesson=03-everyday-nouns-part-2-nouns-at-school,raw_text_line,,,,,,,,,,,,,20.0,kɔba kɔbanima cupboard,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-2&lesson=03-everyday-nouns-part-2-nouns-at-school,raw_text_line,,,,,,,,,,,,,21.0,chɔɣki chɔɣkinima chalk,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-2&lesson=03-everyday-nouns-part-2-nouns-at-school,raw_text_line,,,,,,,,,,,,,22.0,dukpinsabinli dukpinsabila blackboard,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-2&lesson=03-everyday-nouns-part-2-nouns-at-school,raw_text_line,,,,,,,,,,,,,23.0,agogo agogonima clock,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-2&lesson=03-everyday-nouns-part-2-nouns-at-school,raw_text_line,,,,,,,,,,,,,24.0,Lesson by: Osman,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-2&lesson=03-everyday-nouns-part-2-nouns-at-school,raw_text_line,,,,,,,,,,,,,25.0,"Reference: Adam, P. P. (2013). Dagbani an Introductory Course for Beginners. Koforidua: Pedaddo Ventures.",,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-2&lesson=04-days-of-the-week,table_row,,,,,,,,,,,,,,,,,Monday,Atani,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-2&lesson=04-days-of-the-week,table_row,,,,,,,,,,,,,,,,,Tuesday,Atalaata,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-2&lesson=04-days-of-the-week,table_row,,,,,,,,,,,,,,,,,Wednesday,Alaaba,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-2&lesson=04-days-of-the-week,table_row,,,,,,,,,,,,,,,,,Thursday,Alaamishi,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-2&lesson=04-days-of-the-week,table_row,,,,,,,,,,,,,,,,,Friday,Alizumma,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-2&lesson=04-days-of-the-week,table_row,,,,,,,,,,,,,,,,,Saturday,Asibiri,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-2&lesson=04-days-of-the-week,table_row,,,,,,,,,,,,,,,,,Sunday,Alahiri,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-2&lesson=04-days-of-the-week,raw_text_line,,,,,,,,,,,,,0.0,Learn Dagbanli (Dagbanli Bↄhimbu),,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-2&lesson=04-days-of-the-week,raw_text_line,,,,,,,,,,,,,1.0,Days Of The Week,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-2&lesson=04-days-of-the-week,raw_text_line,,,,,,,,,,,,,2.0,Mark Complete,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-2&lesson=04-days-of-the-week,raw_text_line,,,,,,,,,,,,,3.0,"Dagombas observe 5 days in a week, and the week starts on Monday. This is due to the western adoption of work days starting on Monday, however, the concept of work weeks did not originally exist in Dagbani culture and people chose days to rest as required based on market days and preparation for harvests.",,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-2&lesson=04-days-of-the-week,raw_text_line,,,,,,,,,,,,,4.0,Days,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-2&lesson=04-days-of-the-week,raw_text_line,,,,,,,,,,,,,5.0,Day Translation,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-2&lesson=04-days-of-the-week,raw_text_line,,,,,,,,,,,,,6.0,Atani Monday,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-2&lesson=04-days-of-the-week,raw_text_line,,,,,,,,,,,,,7.0,Atalaata Tuesday,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-2&lesson=04-days-of-the-week,raw_text_line,,,,,,,,,,,,,8.0,Alaaba Wednesday,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-2&lesson=04-days-of-the-week,raw_text_line,,,,,,,,,,,,,9.0,Alaamishi Thursday,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-2&lesson=04-days-of-the-week,raw_text_line,,,,,,,,,,,,,10.0,Alizumma Friday,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-2&lesson=04-days-of-the-week,raw_text_line,,,,,,,,,,,,,11.0,Asibiri Saturday,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-2&lesson=04-days-of-the-week,raw_text_line,,,,,,,,,,,,,12.0,Alahiri Sunday,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-2&lesson=04-days-of-the-week,raw_text_line,,,,,,,,,,,,,13.0,Lesson by: Mandeeya,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-2&lesson=05-dagban-chira-seasons-in-dagbani,table_row,,,,,,,,,,,,,,,,,,,Buɣim,January,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-2&lesson=05-dagban-chira-seasons-in-dagbani,table_row,,,,,,,,,,,,,,,,,,,Dambabilaa,February,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-2&lesson=05-dagban-chira-seasons-in-dagbani,table_row,,,,,,,,,,,,,,,,,,,Damba,March,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-2&lesson=05-dagban-chira-seasons-in-dagbani,table_row,,,,,,,,,,,,,,,,,,,Gaambanda,April,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-2&lesson=05-dagban-chira-seasons-in-dagbani,table_row,,,,,,,,,,,,,,,,,,,Bandachena,May,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-2&lesson=05-dagban-chira-seasons-in-dagbani,table_row,,,,,,,,,,,,,,,,,,,Kpinibilaa,June,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-2&lesson=05-dagban-chira-seasons-in-dagbani,table_row,,,,,,,,,,,,,,,,,,,Kpini,July,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-2&lesson=05-dagban-chira-seasons-in-dagbani,table_row,,,,,,,,,,,,,,,,,,,Nolɔribilaa,August,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-2&lesson=05-dagban-chira-seasons-in-dagbani,table_row,,,,,,,,,,,,,,,,,,,Nolɔri,September,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-2&lesson=05-dagban-chira-seasons-in-dagbani,table_row,,,,,,,,,,,,,,,,,,,Konyuri chuɣu,October,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-2&lesson=05-dagban-chira-seasons-in-dagbani,table_row,,,,,,,,,,,,,,,,,,,Chimsibilaa,November,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-2&lesson=05-dagban-chira-seasons-in-dagbani,table_row,,,,,,,,,,,,,,,,,,,Chimsi,December,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-2&lesson=05-dagban-chira-seasons-in-dagbani,raw_text_line,,,,,,,,,,,,,0.0,Learn Dagbanli (Dagbanli Bↄhimbu),,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-2&lesson=05-dagban-chira-seasons-in-dagbani,raw_text_line,,,,,,,,,,,,,1.0,Dagbaŋ Chira – Months/Seasons In Dagbanli,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-2&lesson=05-dagban-chira-seasons-in-dagbani,raw_text_line,,,,,,,,,,,,,2.0,Mark Complete,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-2&lesson=05-dagban-chira-seasons-in-dagbani,raw_text_line,,,,,,,,,,,,,3.0,Dabisa pia ni ayi n bɛ Dagbaŋ goya ni. N nyɛ din nyɛ shɛli,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-2&lesson=05-dagban-chira-seasons-in-dagbani,raw_text_line,,,,,,,,,,,,,4.0,(There are 12 months in the Dagbaŋ calendar and they are as follows):,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-2&lesson=05-dagban-chira-seasons-in-dagbani,raw_text_line,,,,,,,,,,,,,5.0,Dagbaŋ Month English Month,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-2&lesson=05-dagban-chira-seasons-in-dagbani,raw_text_line,,,,,,,,,,,,,6.0,Buɣim January,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-2&lesson=05-dagban-chira-seasons-in-dagbani,raw_text_line,,,,,,,,,,,,,7.0,Dambabilaa February,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-2&lesson=05-dagban-chira-seasons-in-dagbani,raw_text_line,,,,,,,,,,,,,8.0,Damba March,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-2&lesson=05-dagban-chira-seasons-in-dagbani,raw_text_line,,,,,,,,,,,,,9.0,Gaambanda April,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-2&lesson=05-dagban-chira-seasons-in-dagbani,raw_text_line,,,,,,,,,,,,,10.0,Bandachena May,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-2&lesson=05-dagban-chira-seasons-in-dagbani,raw_text_line,,,,,,,,,,,,,11.0,Kpinibilaa June,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-2&lesson=05-dagban-chira-seasons-in-dagbani,raw_text_line,,,,,,,,,,,,,12.0,Kpini July,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-2&lesson=05-dagban-chira-seasons-in-dagbani,raw_text_line,,,,,,,,,,,,,13.0,Nolɔribilaa August,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-2&lesson=05-dagban-chira-seasons-in-dagbani,raw_text_line,,,,,,,,,,,,,14.0,Nolɔri September,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-2&lesson=05-dagban-chira-seasons-in-dagbani,raw_text_line,,,,,,,,,,,,,15.0,Konyuri chuɣu October,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-2&lesson=05-dagban-chira-seasons-in-dagbani,raw_text_line,,,,,,,,,,,,,16.0,Chimsibilaa November,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-2&lesson=05-dagban-chira-seasons-in-dagbani,raw_text_line,,,,,,,,,,,,,17.0,Chimsi December,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-2&lesson=05-dagban-chira-seasons-in-dagbani,raw_text_line,,,,,,,,,,,,,18.0,Want to help explain the meaning of each month? Reach out to contribute below. Thank you!,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-2&lesson=06-dagbanli-binw%C9%94la-fruits-in-dagbanli,table_row,,,,,,,,,,,,Pineapple,,,,,,,,,Alaafei,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-2&lesson=06-dagbanli-binw%C9%94la-fruits-in-dagbanli,table_row,,,,,,,,,,,,Orange,,,,,,,,,Leimu,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-2&lesson=06-dagbanli-binw%C9%94la-fruits-in-dagbanli,table_row,,,,,,,,,,,,Pawpaw,,,,,,,,,Gonda,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-2&lesson=06-dagbanli-binw%C9%94la-fruits-in-dagbanli,table_row,,,,,,,,,,,,Mango,,,,,,,,,Moongu,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-2&lesson=06-dagbanli-binw%C9%94la-fruits-in-dagbanli,table_row,,,,,,,,,,,,Black berry,,,,,,,,,ŋarima,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-2&lesson=06-dagbanli-binw%C9%94la-fruits-in-dagbanli,table_row,,,,,,,,,,,,Grapes,,,,,,,,,Sinsaba,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-2&lesson=06-dagbanli-binw%C9%94la-fruits-in-dagbanli,table_row,,,,,,,,,,,,Baobab,,,,,,,,,Chuɣu,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-2&lesson=06-dagbanli-binw%C9%94la-fruits-in-dagbanli,table_row,,,,,,,,,,,,Shea Nut,,,,,,,,,Tama,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-2&lesson=06-dagbanli-binw%C9%94la-fruits-in-dagbanli,table_row,,,,,,,,,,,,Guava,,,,,,,,,Guabɛ,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-2&lesson=06-dagbanli-binw%C9%94la-fruits-in-dagbanli,table_row,,,,,,,,,,,,Dawadawa,,,,,,,,,Dori,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-2&lesson=06-dagbanli-binw%C9%94la-fruits-in-dagbanli,table_row,,,,,,,,,,,,Lime/Lemon,,,,,,,,,Nyumsa,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-2&lesson=06-dagbanli-binw%C9%94la-fruits-in-dagbanli,table_row,,,,,,,,,,,,Watermelon,,,,,,,,,Yɔɣuli,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-2&lesson=06-dagbanli-binw%C9%94la-fruits-in-dagbanli,table_row,,,,,,,,,,,,Banana,,,,,,,,,Kodu,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-2&lesson=06-dagbanli-binw%C9%94la-fruits-in-dagbanli,table_row,,,,,,,,,,,,Pear,,,,,,,,,Paya,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-2&lesson=06-dagbanli-binw%C9%94la-fruits-in-dagbanli,table_row,,,,,,,,,,,,Dates,,,,,,,,,Dobino,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-2&lesson=06-dagbanli-binw%C9%94la-fruits-in-dagbanli,table_row,,,,,,,,,,,,Sugarcane,,,,,,,,,Dakanda,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-2&lesson=06-dagbanli-binw%C9%94la-fruits-in-dagbanli,raw_text_line,,,,,,,,,,,,,0.0,Learn Dagbanli (Dagbanli Bↄhimbu),,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-2&lesson=06-dagbanli-binw%C9%94la-fruits-in-dagbanli,raw_text_line,,,,,,,,,,,,,1.0,Dagbanli BinwƆla – Fruits in Dagbanli,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-2&lesson=06-dagbanli-binw%C9%94la-fruits-in-dagbanli,raw_text_line,,,,,,,,,,,,,2.0,Mark Complete,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-2&lesson=06-dagbanli-binw%C9%94la-fruits-in-dagbanli,raw_text_line,,,,,,,,,,,,,3.0,Common Fruits in Dagbanli,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-2&lesson=06-dagbanli-binw%C9%94la-fruits-in-dagbanli,raw_text_line,,,,,,,,,,,,,4.0,English Dagbanli,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-2&lesson=06-dagbanli-binw%C9%94la-fruits-in-dagbanli,raw_text_line,,,,,,,,,,,,,5.0,Pineapple Alaafei,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-2&lesson=06-dagbanli-binw%C9%94la-fruits-in-dagbanli,raw_text_line,,,,,,,,,,,,,6.0,Orange Leimu,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-2&lesson=06-dagbanli-binw%C9%94la-fruits-in-dagbanli,raw_text_line,,,,,,,,,,,,,7.0,Pawpaw Gonda,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-2&lesson=06-dagbanli-binw%C9%94la-fruits-in-dagbanli,raw_text_line,,,,,,,,,,,,,8.0,Mango Moongu,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-2&lesson=06-dagbanli-binw%C9%94la-fruits-in-dagbanli,raw_text_line,,,,,,,,,,,,,9.0,Black berry ŋarima,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-2&lesson=06-dagbanli-binw%C9%94la-fruits-in-dagbanli,raw_text_line,,,,,,,,,,,,,10.0,Grapes Sinsaba,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-2&lesson=06-dagbanli-binw%C9%94la-fruits-in-dagbanli,raw_text_line,,,,,,,,,,,,,11.0,Baobab Chuɣu,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-2&lesson=06-dagbanli-binw%C9%94la-fruits-in-dagbanli,raw_text_line,,,,,,,,,,,,,12.0,Shea Nut Tama,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-2&lesson=06-dagbanli-binw%C9%94la-fruits-in-dagbanli,raw_text_line,,,,,,,,,,,,,13.0,Guava Guabɛ,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-2&lesson=06-dagbanli-binw%C9%94la-fruits-in-dagbanli,raw_text_line,,,,,,,,,,,,,14.0,Dawadawa Dori,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-2&lesson=06-dagbanli-binw%C9%94la-fruits-in-dagbanli,raw_text_line,,,,,,,,,,,,,15.0,Lime/Lemon Nyumsa,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-2&lesson=06-dagbanli-binw%C9%94la-fruits-in-dagbanli,raw_text_line,,,,,,,,,,,,,16.0,Watermelon Yɔɣuli,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-2&lesson=06-dagbanli-binw%C9%94la-fruits-in-dagbanli,raw_text_line,,,,,,,,,,,,,17.0,Banana Kodu,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-2&lesson=06-dagbanli-binw%C9%94la-fruits-in-dagbanli,raw_text_line,,,,,,,,,,,,,18.0,Pear Paya,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-2&lesson=06-dagbanli-binw%C9%94la-fruits-in-dagbanli,raw_text_line,,,,,,,,,,,,,19.0,Dates Dobino,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-2&lesson=06-dagbanli-binw%C9%94la-fruits-in-dagbanli,raw_text_line,,,,,,,,,,,,,20.0,Sugarcane Dakanda,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-2&lesson=06-dagbanli-binw%C9%94la-fruits-in-dagbanli,raw_text_line,,,,,,,,,,,,,21.0,Lesson by: Zainab Mohammed-Sani,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-3&lesson=01-telling-the-time-in-dagbani,table_row,,,,,,,,,,,,morning,,,,,,,,,asiba,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-3&lesson=01-telling-the-time-in-dagbani,table_row,,,,,,,,,,,,in the afternoon,,,,,,,,,wuntaŋa ni,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-3&lesson=01-telling-the-time-in-dagbani,table_row,,,,,,,,,,,,evening,,,,,,,,,zaawuni,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-3&lesson=01-telling-the-time-in-dagbani,table_row,,,,,,,,,,,,night,,,,,,,,,yuŋ,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-3&lesson=01-telling-the-time-in-dagbani,table_row,,,,,,,,,,,,minute,,,,,,,,,minti,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-3&lesson=01-telling-the-time-in-dagbani,table_row,,,,,,,,,,,,hour,,,,,,,,,hawa,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-3&lesson=01-telling-the-time-in-dagbani,table_row,,,,,,,,,,,,strike,,,,,,,,,ŋme,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-3&lesson=01-telling-the-time-in-dagbani,table_row,,,,,,,,,,,,and half,,,,,,,,,ni pirigili,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-3&lesson=01-telling-the-time-in-dagbani,table_row,,,,,,,,,,,,past,,,,,,,,,yaɣi,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-3&lesson=01-telling-the-time-in-dagbani,table_row,,,,,,,,,,,,few moments,,,,,,,,,che,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-3&lesson=01-telling-the-time-in-dagbani,table_row,,,,,,,,,,,,in a few moments,,,,,,,,,di che biɛla,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-3&lesson=01-telling-the-time-in-dagbani,table_row,,,,,,,,,,,,one o' clock,,,,,,,,,kurigu yini,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-3&lesson=01-telling-the-time-in-dagbani,table_row,,,,,,,,,,,,two o' clock,,,,,,,,,kurigu ayi,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-3&lesson=01-telling-the-time-in-dagbani,table_row,,,,,,,,,,,,three o'clock,,,,,,,,,kurigu ata,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-3&lesson=01-telling-the-time-in-dagbani,table_row,,,,,,,,,,,,four o' clock,,,,,,,,,kurigu anahi,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-3&lesson=01-telling-the-time-in-dagbani,table_row,,,,,,,,,,,,five o' clock,,,,,,,,,kurigu anu,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-3&lesson=01-telling-the-time-in-dagbani,table_row,,,,,,,,,,,,six o' clock,,,,,,,,,kurigu ayobu,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-3&lesson=01-telling-the-time-in-dagbani,table_row,,,,,,,,,,,,seven o' clock,,,,,,,,,kurigu ayopɔin,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-3&lesson=01-telling-the-time-in-dagbani,table_row,,,,,,,,,,,,eight o' clock,,,,,,,,,kurigu anii,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-3&lesson=01-telling-the-time-in-dagbani,table_row,,,,,,,,,,,,nine o' clock,,,,,,,,,kurigu awei,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-3&lesson=01-telling-the-time-in-dagbani,table_row,,,,,,,,,,,,ten o' clock,,,,,,,,,kurigu pia,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-3&lesson=01-telling-the-time-in-dagbani,table_row,,,,,,,,,,,,eleven o' clock,,,,,,,,,kurigu pia ni yini,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-3&lesson=01-telling-the-time-in-dagbani,table_row,,,,,,,,,,,,twelve o' clock,,,,,,,,,agbaa,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-3&lesson=01-telling-the-time-in-dagbani,table_row,,,,,,,,,,,,3:00 a.m,,,,,,,,,asiba kurigu ata,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-3&lesson=01-telling-the-time-in-dagbani,table_row,,,,,,,,,,,,12:00 a.m,,,,,,,,,yuŋ agbaa,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-3&lesson=01-telling-the-time-in-dagbani,table_row,,,,,,,,,,,,3:00 a.m,,,,,,,,,asiba kurigu ata,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-3&lesson=01-telling-the-time-in-dagbani,table_row,,,,,,,,,,,,1:00 p.m,,,,,,,,,wuntaŋa ni kurigu yini,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-3&lesson=01-telling-the-time-in-dagbani,table_row,,,,,,,,,,,,4:00 p.m,,,,,,,,,zaawuni kurigu anahi,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-3&lesson=01-telling-the-time-in-dagbani,table_row,,,,,,,,,,,,8:00 p.m,,,,,,,,,yuŋ kurigu anii,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-3&lesson=01-telling-the-time-in-dagbani,table_row,,,,,,,,,,,,1:30,,,,,,,,,kurigu yini yaɣi minti pihita,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-3&lesson=01-telling-the-time-in-dagbani,table_row,,,,,,,,,,,,9:30,,,,,,,,,kurigu awei yaɣi minti pihita,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-3&lesson=01-telling-the-time-in-dagbani,table_row,,,,,,,,,,,,12:30,,,,,,,,,kurigu yini che minti pihita,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-3&lesson=01-telling-the-time-in-dagbani,table_row,,,,,,,,,,,,4:30,,,,,,,,,kurigu anu che minti pihita,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-3&lesson=01-telling-the-time-in-dagbani,table_row,,,,,,,,,,,,1:05,,,,,,,,,kurigu yini yaɣi minti anu,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-3&lesson=01-telling-the-time-in-dagbani,table_row,,,,,,,,,,,,1:10,,,,,,,,,kurigu yini yaɣi minti pia,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-3&lesson=01-telling-the-time-in-dagbani,table_row,,,,,,,,,,,,3:15,,,,,,,,,kurigu ata yaɣi minti pia ni anu,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-3&lesson=01-telling-the-time-in-dagbani,table_row,,,,,,,,,,,,4:25,,,,,,,,,kurigu anahi yaɣi minti pishi ni anu,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-3&lesson=01-telling-the-time-in-dagbani,table_row,,,,,,,,,,,,1:35,,,,,,,,,kurigu ayi che minti pishi ni anu,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-3&lesson=01-telling-the-time-in-dagbani,table_row,,,,,,,,,,,,2:55,,,,,,,,,kurigu ata che minti anu,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-3&lesson=01-telling-the-time-in-dagbani,raw_text_line,,,,,,,,,,,,,0.0,Learn Dagbanli (Dagbanli Bↄhimbu),,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-3&lesson=01-telling-the-time-in-dagbani,raw_text_line,,,,,,,,,,,,,1.0,Telling Time in Dagbanli,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-3&lesson=01-telling-the-time-in-dagbani,raw_text_line,,,,,,,,,,,,,2.0,Mark Complete,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-3&lesson=01-telling-the-time-in-dagbani,raw_text_line,,,,,,,,,,,,,3.0,Introduction,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-3&lesson=01-telling-the-time-in-dagbani,raw_text_line,,,,,,,,,,,,,4.0,"In this unit, we are going to learn how to tell time in Dagbani. Time can be measured by periods of the day (morning, afternoon and evening), days, weeks, a circle of market days (dakulo), months, semesters, seasons and years.",,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-3&lesson=01-telling-the-time-in-dagbani,raw_text_line,,,,,,,,,,,,,5.0,1. Vocabulary Connected to Time,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-3&lesson=01-telling-the-time-in-dagbani,raw_text_line,,,,,,,,,,,,,6.0,Dagbanli English,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-3&lesson=01-telling-the-time-in-dagbani,raw_text_line,,,,,,,,,,,,,7.0,asiba morning,,,,,,,,
